city,county,county_fips,place_fips,metro_status,cbsa_type,population,property_tax,gen_sales_tax,total_taxes,tax_per_capita,lt_debt_os,st_debt_os,total_debt_os,debt_per_capita,sales_tax_rate,taxable_sales,taxable_sales_per_capita,business_outlets,sales_tax_alloc_2019,sales_tax_alloc_2023,salestax_growth_19_23_pct
TROPHY CLUB,Denton,48121,73710,Metro,Metropolitan,12636,9941000.0,2035000.0,13238000.0,1047.64165875277,48893000.0,0.0,48893000.0,3869.341563786008,1.75,131068094.0,10372.593700538146,2720.0,1758199.52,2649011.2,50.666131452475895
PORT NECHES,Jefferson,48245,58940,Metro,Metropolitan,12596,7174000.0,1808000.0,9880000.0,784.3759923785328,15395000.0,0.0,15395000.0,1222.2134010797079,1.5,156351807.0,12412.814147348365,2464.0,1653603.88,2735850.42,65.44775040077919
GATESVILLE,Coryell,48099,29168,Metro,Metropolitan,12550,2556000.0,2591000.0,5178000.0,412.58964143426294,26512000.0,0.0,26512000.0,2112.5099601593624,1.5,274235860.0,21851.462948207172,3258.0,2242396.65,2942446.78,31.218835882581253
RICHMOND,Fort Bend,48157,61892,Metro,Metropolitan,12483,4077000.0,9433000.0,14544000.0,1165.1045421773613,33215000.0,0.0,33215000.0,2660.8187134502923,2.0,475838710.0,38118.938556436755,12826.0,6711135.2,9774965.14,45.65293126563745
LEON VALLEY,Bexar,48029,42388,Metro,Metropolitan,12301,5447000.0,3738000.0,9625000.0,782.4567108365173,8300000.0,7794000.0,16094000.0,1308.3489147223802,1.375,563379559.0,45799.49264287456,4280.0,3381326.49,4596845.92,35.9480054231616
BORGER,Hutchinson,48233,09556,Non-Metro,Micropolitan,12225,4026000.0,3649000.0,7903000.0,646.4621676891616,50088000.0,0.0,50088000.0,4097.17791411043,2.0,408437747.0,33410.040654396726,3182.0,4524897.53,5648912.72,24.84067722081652
FREEPORT,Brazoria,48039,27420,Metro,Metropolitan,12126,3405000.0,3339000.0,7541000.0,621.8868546923965,7775000.0,0.0,7775000.0,641.1842322282698,1.5,160836803.0,13263.797047666172,2538.0,3240810.64,3704316.14,14.302146946789831
ROBINSON,Mclennan,48309,62588,Metro,Metropolitan,12091,3960000.0,1769000.0,6737000.0,557.191299313539,12421000.0,0.0,12421000.0,1027.293027871971,1.5,192046167.0,15883.39814738235,2974.0,1605062.43,2411813.89,50.26293338633565
CLUTE,Brazoria,48039,15652,Metro,Metropolitan,11724,3665000.0,3367000.0,9148000.0,780.2797679972706,10834000.0,0.0,10834000.0,924.087342204026,1.5,335561350.0,28621.745991129308,2936.0,3098886.86,3273302.68,5.628337783200007
TOMBALL,Harris,48201,73316,Metro,Metropolitan,11722,7213000.0,13361000.0,23617000.0,2014.7585736222488,35750000.0,0.0,35750000.0,3049.820849684354,2.0,1575207954.0,134380.47722231701,13762.0,16744104.84,22431179.9,33.96464077562476
PORT LAVACA,Calhoun,48057,58916,Non-Metro,Micropolitan,11671,6177000.0,4067000.0,11466000.0,982.4350955359438,5965000.0,0.0,5965000.0,511.0958786736355,1.5,357687324.0,30647.530117384973,3636.0,3579983.45,3553652.75,-0.7354978135443666
FREDERICKSBURG,Gillespie,48171,27348,Non-Metro,Micropolitan,11519,6139000.0,7944000.0,18997000.0,1649.1882975952774,12525000.0,0.0,12525000.0,1087.3339699626704,1.5,944553250.0,81999.58763781578,9828.0,6119961.47,8914085.23,45.65590443169899
EL CAMPO,Wharton,48481,22864,Non-Metro,Micropolitan,11502,4241000.0,5498000.0,11028000.0,958.7897756911841,33990000.0,0.0,33990000.0,2955.1382368283776,1.5,586971881.0,51032.15797252652,5002.0,4477435.6,6441137.88,43.85774482161174
ROMA,Starr,48427,63020,Non-Metro,Micropolitan,11476,2911000.0,928000.0,4138000.0,360.5785988149181,754000.0,0.0,754000.0,65.70233530846986,2.0,97681395.0,8511.798100383408,1732.0,1338349.09,1781528.91,33.11391798383483
BURKBURNETT,Wichita,48485,11368,Metro,Metropolitan,11405,2752000.0,1874000.0,4627000.0,405.69925471284523,20930000.0,0.0,20930000.0,1835.1600175361684,2.0,106660044.0,9352.0424375274,1676.0,1475252.14,2064447.15,39.93859720820334
WEBSTER,Harris,48201,76948,Metro,Metropolitan,11291,8487000.0,20416000.0,32368000.0,2866.7079975201486,20235000.0,0.0,20235000.0,1792.1353290231157,2.0,1770344014.0,156792.49083340715,7488.0,17701284.19,23300516.05,31.631783320913954
ROBSTOWN,Nueces,48355,62600,Metro,Metropolitan,11133,5858000.0,3585000.0,11737000.0,1054.2531213509387,34903000.0,0.0,34903000.0,3135.093865085781,1.5,143496199.0,12889.266055869935,2662.0,2483352.35,2268048.7,-8.669879246092481
GRANBURY,Hood,48221,30416,Non-Metro,Micropolitan,11101,6692000.0,10507000.0,21997000.0,1981.533195207639,123245000.0,0.0,123245000.0,11102.152959192865,1.5,1278178195.0,115140.81569227997,11046.0,8920945.27,11992144.86,34.42684039692578
PLEASANTON,Atascosa,48013,58280,Metro,Metropolitan,11007,2524000.0,6113000.0,9413000.0,855.1830653220678,550000.0,0.0,550000.0,49.96820205323885,1.5,624343176.0,56722.37448896157,3800.0,5491613.11,6795923.6,23.75095375209342
SNYDER,Scurry,48415,68624,Non-Metro,Micropolitan,11005,3378000.0,2936000.0,7976000.0,724.7614720581554,14136000.0,0.0,14136000.0,1284.5070422535211,1.5,1078829902.0,98030.88614266242,4214.0,3505895.12,5722449.45,63.22363488158197
ROCKPORT,Aransas,48007,62804,Metro,Metropolitan,10847,7196000.0,3240000.0,12719000.0,1172.582280814972,33093000.0,3153000.0,36246000.0,3341.5690974462987,1.0,552675212.0,50951.89563934728,5758.0,2775938.3,3693941.61,33.07001852310623
BELLMEAD,Mclennan,48309,07408,Metro,Metropolitan,10835,1903000.0,4299000.0,7436000.0,686.2944162436548,9460000.0,0.0,9460000.0,873.0964467005076,1.5,564216821.0,52073.54139363175,2068.0,3881444.46,5140233.96,32.43095484097175
RAYMONDVILLE,Willacy,48489,60836,Non-Metro,Micropolitan,10767,2519000.0,2061000.0,4678000.0,434.4757128262283,7641000.0,0.0,7641000.0,709.6684313179159,2.0,129581413.0,12035.052753784712,1692.0,1521242.22,1753041.96,15.237530023325279
ELGIN,Bastrop,48021,23044,Metro,Metropolitan,10756,2777000.0,2900000.0,5679000.0,527.9843808107103,48070000.0,89000.0,48159000.0,4477.407958348828,1.5,345230183.0,32096.521290442543,3950.0,2174979.55,3822726.24,75.75918081620586
PEARSALL,Frio,48163,56384,Non-Metro,Neither,10620,2911000.0,928000.0,4138000.0,389.6421845574388,754000.0,0.0,754000.0,70.99811676082862,1.5,220278673.0,20741.871280602638,1960.0,2288787.17,2980401.8,30.21751603055342
GALENA PARK,Harris,48201,27996,Metro,Metropolitan,10559,9317000.0,1560000.0,12171000.0,1152.6659721564542,1055000.0,0.0,1055000.0,99.91476465574391,1.0,87750595.0,8310.502415001421,1380.0,837752.82,1449587.98,73.03289769887019
SWEETWATER,Nolan,48353,71540,Non-Metro,Micropolitan,10535,2261000.0,3041000.0,7017000.0,666.0654959658282,15853000.0,0.0,15853000.0,1504.7935453251068,1.5,304098548.0,28865.547982914097,2928.0,2959518.26,3586907.49,21.1990322370912
PECOS,Reeves,48389,73493,Non-Metro,Micropolitan,10488,3890000.0,6135000.0,11111000.0,1059.4012204424105,25385000.0,0.0,25385000.0,2420.3852021357743,1.5,671930232.0,64066.57437070938,3166.0,13187836.23,11818631.65,-10.382329262516174
BONHAM,Fannin,48147,09328,Non-Metro,Micropolitan,10471,2911000.0,928000.0,3955000.0,377.7098653423742,754000.0,0.0,754000.0,72.0084041638812,1.5,288422704.0,27544.905357654476,3088.0,2167224.96,2975478.49,37.294399285619164
FAIR OAKS RANCH,Kendall,48259,25168,Metro,Metropolitan,10345,6444000.0,1436000.0,8380000.0,810.0531657805703,6865000.0,0.0,6865000.0,663.6056065732238,1.5,65167312.0,6299.401836636056,1436.0,877360.47,1664399.39,89.70530892507614
VIDOR,Orange,48361,75476,Metro,Metropolitan,10310,3834000.0,3840000.0,9021000.0,874.9757516973812,6063000.0,0.0,6063000.0,588.0698351115421,1.5,328524687.0,31864.664112512124,3738.0,3229775.39,3770108.61,16.729746027323582
JACINTO CITY,Harris,48201,37156,Metro,Metropolitan,10302,3376000.0,2000000.0,6022000.0,584.546689963114,0.0,0.0,0.0,0.0,2.0,162132618.0,15737.974956319162,1698.0,1678362.02,2125287.24,26.62865428758929
HELOTES,Bexar,48029,33146,Metro,Metropolitan,10277,4114000.0,5016000.0,10445000.0,1016.3471830300672,7570000.0,0.0,7570000.0,736.5962829619539,2.0,1616009371.0,157245.2438454802,4456.0,5388567.39,10551625.25,95.81503739902195
VERNON,Wilbarger,48487,75308,Non-Metro,Micropolitan,10138,3192000.0,1726000.0,6801000.0,670.8423752219372,6580000.0,0.0,6580000.0,649.0432037877293,1.5,194669312.0,19201.94436772539,2690.0,1937033.8,2361269.5,21.901306007153824
INGLESIDE,San Patricio,48409,36008,Metro,Metropolitan,10043,5330000.0,2856000.0,8195000.0,815.9912376779847,11955000.0,0.0,11955000.0,1190.381360151349,2.0,106597304.0,10614.089813800658,1794.0,4905864.09,4890482.88,-0.31352703046447344
ROANOKE,Denton,48121,62504,Metro,Metropolitan,9753,4666000.0,10411000.0,15374000.0,1576.3354865169692,5147000.0,0.0,5147000.0,527.7350558802419,1.5,994451875.0,101963.69065928433,4714.0,16861888.72,19292185.03,14.412954268387573
BASTROP,Bastrop,48021,05864,Metro,Metropolitan,9743,6211000.0,9956000.0,20749000.0,2129.6315303294673,93938000.0,0.0,93938000.0,9641.588833008314,1.5,1331216354.0,136633.10623011392,7000.0,7568753.12,12210253.19,61.324500831386594
HEATH,Rockwall,48397,32984,Metro,Metropolitan,9718,6617000.0,1299000.0,9002000.0,926.322288536736,1999000.0,0.0,1999000.0,205.70076147355422,2.0,165640277.0,17044.687898744596,2760.0,1508631.84,3141694.61,108.24793211311248
COMMERCE,Hunt,48231,16240,Metro,Metropolitan,9700,3407000.0,2136000.0,6381000.0,657.8350515463917,17688000.0,0.0,17688000.0,1823.5051546391753,1.5,212390104.0,21895.887010309278,2012.0,1639447.32,2298881.34,40.222946596417614
LIBERTY,Liberty,48291,42568,Metro,Metropolitan,9506,2700000.0,2250000.0,4950000.0,520.7237534188934,21835000.0,21000000.0,42835000.0,4506.1014096360195,1.5,372088231.0,39142.46065642752,3818.0,3088005.38,3547097.46,14.866945600982085
HONDO,Medina,48325,34676,Metro,Metropolitan,9492,6164000.0,1893000.0,8244000.0,868.5208596713021,19193000.0,0.0,19193000.0,2022.0185419300465,1.5,237468590.0,25017.761272650652,2348.0,2745432.7,2147785.53,-21.768778742964646
FAIRVIEW,Collin,48085,25224,Metro,Metropolitan,9358,7356000.0,1738000.0,10276000.0,1098.0978841632827,37058000.0,0.0,37058000.0,3960.0341953408847,2.0,264465935.0,28260.946249198547,2480.0,3355991.88,4203149.44,25.243134974450548
BROWNFIELD,Terry,48445,10720,Non-Metro,Neither,9236,1341000.0,1036000.0,2383000.0,258.0121264616717,3371000.0,3371000.0,6742000.0,729.9696838458207,1.5,129932731.0,14068.073949761801,1970.0,1687477.97,1696548.29,0.5375074615048199
SANGER,Denton,48121,65408,Metro,Metropolitan,9133,5244000.0,2361000.0,8110000.0,887.988612723092,38300000.0,0.0,38300000.0,4193.583707434578,2.0,124209089.0,13600.031643490638,2884.0,1697061.82,2931806.45,72.75778733858971
LAMESA,Dawson,48115,41164,Non-Metro,Neither,9131,2182000.0,1479000.0,4075000.0,446.2818968349578,5121000.0,0.0,5121000.0,560.8367101084218,1.5,209871549.0,22984.508706603876,2392.0,1782481.02,2297317.67,28.883149061525486
WHITEHOUSE,Smith,48423,78388,Metro,Metropolitan,9108,4257000.0,1190000.0,5992000.0,657.8831796223101,18519000.0,0.0,18519000.0,2033.2674571805007,1.5,151955498.0,16683.73935002196,2554.0,896657.52,1632031.21,82.01277227898562
WOODWAY,Mclennan,48309,80224,Metro,Metropolitan,9077,5875000.0,3370000.0,10716000.0,1180.566266387573,31415000.0,0.0,31415000.0,3460.945246226727,1.5,370248894.0,40789.78671367192,3182.0,2758484.86,4225792.39,53.19251706895357
SAN ELIZARIO,El Paso,48141,65360,Metro,Metropolitan,9062,768000.0,169000.0,937000.0,103.39880821010814,0.0,0.0,0.0,0.0,1.0,,,,206286.98,353318.31,71.27513815947084
HIGHLAND PARK,Dallas,48113,33824,Metro,Metropolitan,9050,15202000.0,5664000.0,23343000.0,2579.3370165745855,0.0,0.0,0.0,0.0,1.0,1419182838.0,156815.7832044199,3250.0,4337905.89,6584409.49,51.78774406283859
HEMPSTEAD,Waller,48473,33200,Metro,Metropolitan,8835,2226000.0,993000.0,3232000.0,365.8177702320317,0.0,0.0,0.0,0.0,2.0,174296887.0,19728.000792303337,2460.0,1944152.99,2410802.46,24.00271338728337
LUCAS,Collin,48085,45012,Metro,Metropolitan,8819,4393000.0,2114000.0,6507000.0,737.8387572287107,21515000.0,0.0,21515000.0,2439.61900442227,1.5,148359030.0,16822.65903163624,1906.0,1198444.67,1940539.6,61.92150114030714
KIRBY,Bexar,48029,39448,Metro,Metropolitan,8719,2817000.0,458000.0,3961000.0,454.2952173414382,6674000.0,0.0,6674000.0,765.4547539855488,1.25,58084856.0,6661.871315517835,1022.0,391101.12,737718.16,88.62593898989603
ALAMO HEIGHTS,Bexar,48029,01600,Metro,Metropolitan,8668,2266000.0,0.0,2298000.0,265.1130595293032,1522000.0,0.0,1522000.0,175.5883710198431,1.5,274292136.0,31644.22427318874,2650.0,1780113.37,2547687.76,43.11941042271929
DAYTON,Liberty,48291,19432,Metro,Metropolitan,8628,7505000.0,3145000.0,11513000.0,1334.3764487714418,16505000.0,0.0,16505000.0,1912.9578117756143,1.5,301521234.0,34946.828233657856,4284.0,2446643.97,3469619.45,41.811374786990356
KENNEDALE,Tarrant,48439,38896,Metro,Metropolitan,8620,6960000.0,1860000.0,9720000.0,1127.6102088167054,11881000.0,4430000.0,16311000.0,1892.2273781902552,2.0,148573721.0,17235.930510440834,2798.0,2198007.26,2775819.79,26.28801735623022
WHARTON,Wharton,48481,78136,Non-Metro,Micropolitan,8615,2291000.0,1757000.0,5345000.0,620.429483459083,17039000.0,0.0,17039000.0,1977.8293673824724,1.5,276378863.0,32081.12164828787,3038.0,2312211.4,3083309.0,33.34892302667482
KAUFMAN,Kaufman,48257,38488,Metro,Metropolitan,8576,3937000.0,3405000.0,8554000.0,997.4347014925373,44832000.0,0.0,44832000.0,5227.611940298508,2.0,362751074.0,42298.399486940296,3254.0,3076933.57,4755195.43,54.54332444362782
GRAHAM,Young,48503,30392,Non-Metro,Neither,8568,5901000.0,2644000.0,9594000.0,1119.7478991596638,1135000.0,0.0,1135000.0,132.46965452847806,1.5,354247837.0,41345.452497665734,4150.0,2568841.87,3635188.39,41.51078867302953
HILLSBORO,Hill,48217,34088,Non-Metro,Neither,8516,4467000.0,4423000.0,9420000.0,1106.1531235321747,15854000.0,0.0,15854000.0,1861.6721465476749,1.5,473418899.0,55591.697862846406,2736.0,3389930.81,5356347.94,58.00758895135091
ARANSAS PASS,San Patricio,48409,03600,Metro,Metropolitan,8496,5597000.0,2679000.0,8888000.0,1046.1393596986818,26328000.0,0.0,26328000.0,3098.870056497175,1.0,460086488.0,54153.306026365346,2896.0,2293536.33,3001000.85,30.846013239301946
CLEVELAND,Liberty,48291,15436,Metro,Metropolitan,8458,2911000.0,928000.0,4138000.0,489.2409553085836,754000.0,0.0,754000.0,89.1463703003074,1.5,505008926.0,59707.841806573655,5296.0,4747242.3,4868141.86,2.5467324471725514
NAVASOTA,Grimes,48185,50472,Non-Metro,Neither,8374,2771000.0,2168000.0,5681000.0,678.4093623119178,20700000.0,0.0,20700000.0,2471.936947695247,1.5,214268962.0,25587.408884642944,3260.0,1903048.35,2601212.91,36.68664330047106
FORT STOCKTON,Pecos,48371,26808,Non-Metro,Neither,8373,1869000.0,4537000.0,8434000.0,1007.2853218679088,12875000.0,0.0,12875000.0,1537.6806401528722,2.0,314818734.0,37599.27552848442,2400.0,5904538.86,4968716.76,-15.849198763677888
PERRYTON,Ochiltree,48357,56912,Non-Metro,Neither,8314,2137000.0,2036000.0,4824000.0,580.2261246090931,0.0,0.0,0.0,0.0,2.0,266808747.0,32091.50192446476,3100.0,3207382.38,3135826.12,-2.2309862536564715
DALHART,Dallam,48111,18524,Non-Metro,Neither,8252,2219000.0,2174000.0,5797000.0,702.4963645176927,8284000.0,0.0,8284000.0,1003.8778477944741,2.0,228484313.0,27688.355913717885,2474.0,2513568.37,3507072.85,39.52565968993316
CUERO,Dewitt,48123,18092,Non-Metro,Neither,8225,1290000.0,1829000.0,5815000.0,706.9908814589666,8820000.0,0.0,8820000.0,1072.340425531915,2.0,219203497.0,26650.881094224926,2480.0,2081698.61,3424311.82,64.49604200869403
JOSHUA,Johnson,48251,38080,Metro,Metropolitan,8202,3316000.0,2077000.0,6571000.0,801.1460619361131,16273000.0,0.0,16273000.0,1984.0282857839552,2.0,147711739.0,18009.23421116801,2904.0,1546129.43,2785094.32,80.13332299094779
FLORESVILLE,Wilson,48493,26160,Metro,Metropolitan,8144,2109000.0,4191000.0,7758000.0,952.6031434184675,51095000.0,0.0,51095000.0,6273.944007858546,2.0,393817038.0,48356.70898821218,3486.0,3605993.23,4910858.77,36.18602301147414
LAKE DALLAS,Denton,48121,40516,Metro,Metropolitan,8124,3732000.0,1079000.0,5030000.0,619.1531265386509,3980000.0,0.0,3980000.0,489.90645002461844,2.0,116960687.0,14396.933407188577,1998.0,1541152.89,2186850.77,41.897068369381586
LAMPASAS,Lampasas,48281,41188,Metro,Metropolitan,8119,1803000.0,2334000.0,4544000.0,559.6748368025619,19890000.0,0.0,19890000.0,2449.809089789383,1.5,296985783.0,36579.10863406824,3334.0,1911816.17,2909066.41,52.16245451046688
SEMINOLE,Gaines,48165,66764,Non-Metro,Neither,7952,2149000.0,3946000.0,6656000.0,837.0221327967807,4660000.0,0.0,4660000.0,586.0160965794769,2.0,371460870.0,46712.88606639839,3464.0,3567795.11,5514614.42,54.56645491057922
LAGO VISTA,Travis,48453,40264,Metro,Metropolitan,7943,7487000.0,909000.0,8605000.0,1083.3438247513534,29325000.0,0.0,29325000.0,3691.93000125897,1.0,97080059.0,12222.08976457258,2926.0,542602.42,1143658.17,110.77277355305564
HITCHCOCK,Galveston,48167,34220,Metro,Metropolitan,7884,2911000.0,928000.0,4138000.0,524.8604769152714,754000.0,0.0,754000.0,95.63673262303399,2.0,73600683.0,9335.449391171995,1800.0,1106418.15,1425888.99,28.874331101672556
MONAHANS,Ward,48475,48936,Non-Metro,Neither,7857,1169000.0,2636000.0,3920000.0,498.9181621484027,474000.0,0.0,474000.0,60.32836960672012,2.0,211459146.0,26913.471554028256,2410.0,5259585.06,5704567.14,8.460402767970447
RICHLAND HILLS,Tarrant,48439,61844,Metro,Metropolitan,7841,3721000.0,7371000.0,11278000.0,1438.3369468180078,24770000.0,0.0,24770000.0,3159.035837265655,1.625,867450775.0,110630.12052034179,3020.0,4740487.98,8276242.03,74.58628868836409
LOS FRESNOS,Cameron,48061,44116,Metro,Metropolitan,7826,2288000.0,1572000.0,4257000.0,543.9560439560439,19855000.0,0.0,19855000.0,2537.0559672885256,2.0,149456691.0,19097.456043956045,2280.0,1677909.24,2501991.81,49.11365587330576
BRIDGE CITY,Orange,48361,10252,Metro,Metropolitan,7810,2423000.0,2089000.0,5219000.0,668.2458386683738,5580000.0,0.0,5580000.0,714.4686299615877,1.5,197707756.0,25314.693469910373,2210.0,1771301.4,2242302.45,26.590677904957357
JERSEY VILLAGE,Harris,48201,37612,Metro,Metropolitan,7767,6424000.0,5891000.0,12809000.0,1649.1566885541392,8540000.0,0.0,8540000.0,1099.523625595468,1.0,892204959.0,114871.2448821939,2026.0,6080303.9,5374023.29,-11.615876798526473
JASPER,Jasper,48241,37420,Non-Metro,Neither,7597,1369000.0,3773000.0,5606000.0,737.9228642885349,0.0,0.0,0.0,0.0,2.0,451970638.0,59493.304988811375,3372.0,4388600.91,5375093.58,22.47852311546825
GONZALES,Gonzales,48177,30116,Non-Metro,Neither,7596,1340000.0,4142000.0,6739000.0,887.1774618220115,5715000.0,0.0,5715000.0,752.3696682464455,1.5,328376843.0,43230.232095839914,2812.0,2714257.3,3181478.47,17.213591725441816
DECATUR,Wise,48497,19528,Metro,Metropolitan,7572,4200000.0,3642000.0,8949000.0,1181.8541996830427,3725000.0,0.0,3725000.0,491.9440042260961,1.5,676227410.0,89306.31405176967,4524.0,4484481.85,6668053.21,48.69172031546968
PROVIDENCE VILLAGE,Denton,48121,59748,Metro,Metropolitan,7564,0.0,43000.0,43000.0,5.6848228450555265,0.0,0.0,0.0,0.0,2.0,,,,271006.1,746526.02,175.46465559262322
RIVER OAKS,Tarrant,48439,62384,Metro,Metropolitan,7539,3182000.0,1039000.0,4999000.0,663.0852898262369,640000.0,0.0,640000.0,84.89189547685369,1.5,61429043.0,8148.168589998673,1296.0,589188.44,945941.67,60.549937130470546
MEXIA,Limestone,48293,47916,Non-Metro,Neither,7287,2267000.0,2271000.0,4850000.0,665.5688211884177,5500000.0,0.0,5500000.0,754.7687662961438,2.0,261265156.0,35853.596267325374,2042.0,2849558.7,3488347.33,22.417107252431748
LA FERIA,Cameron,48061,40204,Metro,Metropolitan,7240,1881000.0,1847000.0,4171000.0,576.1049723756906,19990000.0,225000.0,20215000.0,2792.1270718232045,2.0,164454869.0,22714.76091160221,1730.0,1466847.63,2152183.92,46.721709602516796
CRYSTAL CITY,Zavala,48507,18020,Non-Metro,Neither,7175,814000.0,566000.0,1647000.0,229.54703832752614,4897000.0,0.0,4897000.0,682.5087108013937,2.0,48866131.0,6810.610592334495,1056.0,745200.97,1017440.08,36.53230751967486
MONT BELVIEU,Chambers,48071,49068,Metro,Metropolitan,7137,929000.0,1182000.0,2676000.0,374.94745691467006,1790000.0,0.0,1790000.0,250.8056606417262,1.5,463733262.0,64975.9369482976,2204.0,12187085.75,13306163.92,9.182491966957727
WILLIS,Montgomery,48339,79408,Metro,Metropolitan,7122,2363000.0,3553000.0,6796000.0,954.2263409154732,20994000.0,0.0,20994000.0,2947.7674810446506,2.0,342539742.0,48096.004212299915,4342.0,2884443.8,5282299.86,83.1306215777198
ELSA,Hidalgo,48215,24036,Metro,Metropolitan,7120,1622000.0,1047000.0,2669000.0,374.85955056179773,509000.0,0.0,509000.0,71.48876404494382,1.5,189658806.0,26637.47275280899,1210.0,1689971.87,1803614.57,6.724532047980181
MARBLE FALLS,Burnet,48053,46584,Non-Metro,Neither,7114,6053000.0,9901000.0,18026000.0,2533.8768625245993,34622000.0,0.0,34622000.0,4866.7416362102895,2.0,1280545133.0,180003.53289288728,6174.0,9520122.89,14284597.01,50.04635102982372
SUNNYVALE,Dallas,48113,71156,Metro,Metropolitan,7066,6265000.0,4051000.0,13539000.0,1916.0769883951316,23600000.0,1122000.0,24722000.0,3498.7262949334845,2.0,456589697.0,64617.84559864138,2224.0,3319462.31,6238411.61,87.93440103858266
PRAIRIE VIEW,Waller,48473,59336,Metro,Metropolitan,7013,1885000.0,567000.0,2882000.0,410.95109083131325,4064000.0,151000.0,4215000.0,601.0266647654356,1.75,32575900.0,4645.073435049194,430.0,1367684.31,1044873.59,-23.602721595892262
BEE CAVE,Travis,48453,07156,Metro,Metropolitan,6983,269000.0,11192000.0,13018000.0,1864.241729915509,9755000.0,0.0,9755000.0,1396.9640555635115,2.0,1305488095.0,186952.32636402693,4770.0,10678403.8,14069555.6,31.757103997134838
OAK POINT,Denton,48121,53130,Metro,Metropolitan,6820,2911000.0,928000.0,4138000.0,606.7448680351906,754000.0,0.0,754000.0,110.55718475073314,1.75,23789730.0,3488.230205278592,990.0,433099.71,939719.04,116.97521801619308
LACY LAKEVIEW,Mclennan,48309,40168,Metro,Metropolitan,6803,1509000.0,1684000.0,3987000.0,586.0649713361752,5786000.0,0.0,5786000.0,850.5071292077025,1.5,257539722.0,37856.78700573277,1006.0,1497093.43,2040949.63,36.327472227301136
LINDALE,Smith,48423,42820,Metro,Metropolitan,6730,3073000.0,2643000.0,6034000.0,896.5824665676078,16075000.0,0.0,16075000.0,2388.558692421991,1.5,479367115.0,71228.39747399703,3380.0,3170226.35,4807385.38,51.641707854708855
BRIDGEPORT,Wise,48497,10264,Metro,Metropolitan,6637,2579000.0,2049000.0,4628000.0,697.3029983426247,12956000.0,0.0,12956000.0,1952.0867861985837,1.5,363487266.0,54766.80216965496,2788.0,2393880.34,2906530.97,21.415048255920777
SILSBEE,Hardin,48199,67832,Metro,Metropolitan,6610,1543000.0,2683000.0,4297000.0,650.0756429652042,0.0,0.0,0.0,0.0,2.0,265487599.0,40164.53842662632,2618.0,3188685.55,3510539.31,10.093618669924988
KEENE,Johnson,48251,38548,Metro,Metropolitan,6588,2381000.0,1158000.0,3989000.0,605.4948391013965,8452000.0,0.0,8452000.0,1282.9386763812993,2.0,88577849.0,13445.332270795385,1022.0,884640.87,1210394.54,36.82326705072987
DRIPPING SPRINGS,Hays,48209,21424,Metro,Metropolitan,6587,1622000.0,2821000.0,4448000.0,675.2694701685137,24706000.0,0.0,24706000.0,3750.7211173523606,1.25,515362366.0,78239.31471079399,5818.0,2804423.75,4535614.74,61.73072061595543
BURNET,Burnet,48053,11464,Non-Metro,Neither,6539,3262000.0,2426000.0,6059000.0,926.59428047102,26175000.0,0.0,26175000.0,4002.905643064689,2.0,216647462.0,33131.5892338278,3802.0,2490536.67,3718122.09,49.28999579837545
SEALY,Austin,48015,66464,Metro,Metropolitan,6443,2991000.0,3071000.0,7211000.0,1119.199130839671,9375000.0,0.0,9375000.0,1455.067515132702,1.5,298179226.0,46279.56324693466,3244.0,2721469.84,3370899.8,23.86320621506502
AUBREY,Denton,48121,04600,Metro,Metropolitan,6433,2316000.0,2006000.0,7752000.0,1205.0365303901756,10373000.0,0.0,10373000.0,1612.4669672003731,1.5,47186816.0,7335.1182962847815,3040.0,802681.97,2051898.55,155.63032766264828
IOWA PARK,Wichita,48485,36104,Metro,Metropolitan,6431,2223000.0,1229000.0,3830000.0,595.552791167781,5740000.0,0.0,5740000.0,892.5517026900949,2.0,52677366.0,8191.16249416887,1422.0,909006.22,1393194.75,53.2657004261203
KERMIT,Winkler,48495,39004,Non-Metro,Neither,6367,754000.0,1439000.0,2954000.0,463.9547667661379,0.0,0.0,0.0,0.0,1.0,146687246.0,23038.675357311135,1638.0,2523460.7,3971215.55,57.37180095572717
CARTHAGE,Panola,48365,13108,Non-Metro,Neither,6354,3749000.0,7708000.0,13204000.0,2078.061063896758,12560000.0,0.0,12560000.0,1976.7075857727416,2.0,524688152.0,82576.03903053195,3032.0,5255724.78,7053776.9,34.211306627817756
GLADEWATER,Gregg,48183,29660,Metro,Metropolitan,6352,2793000.0,844000.0,4071000.0,640.9005037783376,17731000.0,0.0,17731000.0,2791.404282115869,1.5,112470753.0,17706.352802267003,2478.0,1124584.17,1671486.13,48.63148304852984
CROCKETT,Houston,48225,17744,Non-Metro,Neither,6350,2098000.0,2419000.0,5590000.0,880.3149606299213,0.0,0.0,0.0,0.0,1.5,216864742.0,34151.927874015746,2404.0,2572330.25,2253281.45,-12.403104150409918
GUN BARREL,Henderson,48213,31592,Non-Metro,Micropolitan,6309,0.0,3810000.0,4523000.0,716.9123474401648,0.0,0.0,0.0,0.0,,,,,,,
WHITE OAK,Gregg,48183,78436,Metro,Metropolitan,6283,2263000.0,798000.0,3100000.0,493.39487505968486,7523000.0,0.0,7523000.0,1197.3579500238739,1.5,143595511.0,22854.609422250516,1810.0,1131789.86,1653243.55,46.073366481654105
